,Companies,Jobs,Locations,Easy_Apply,Rating,Summary
806,Unity Technologies,"Principal Software Engineer, Data Platform, AI@Unity","Bellevue, WA",Easy Apply,4.0," BS in Computer Science or equivalent. Design, implement, test, and maintain Unity's Data Platform and associated services that are capable of handling real-time…"
807,Strivr,Senior Software Engineer - Data Pipeline,"Bellevue, WA",Easy Apply,," Perform ad-hoc data analysis, data processing and data visualization. Design data schemas and manage operational scalability of data models."
808,"Amazon.com Services, Inc.",Front-End Engineer – Alexa Machine Learning Platform Services,"Seattle, WA",Not Easy Apply,3.6," Customers include Scientists, Data Analysts, Product Owners, and the Alexa end users. Bachelor’s degree in Computer Science, Computer Engineering, or related…"
809,"Amazon.com Services, Inc.","Principal PM for Computer Vision & Machine Learning, Amazon Photos","Seattle, WA",Not Easy Apply,3.6," Superior analytical and quantitative skills; experience in data collection, model building, testing and validation. Experience with end to end product delivery."
810,Liberty Mutual Insurance,"Director II, Data Science, GRM Product Design & Modeling Pricing Sophistication","Seattle, WA",Not Easy Apply,3.6, Maintain a knowledge of the latest developments in data science and identify ideas for application to business problems.
811,Seen by Indeed,Data Warehouse Engineer,"Seattle, WA",Not Easy Apply,,
812,Tredence Inc.,Data Scientist / Data Analytics,"Seattle, WA",Easy Apply,," Data analytics: 3 years (Preferred). We are looking for Data Scientist in Seattle, WA. for our company (Tredence). Hope you are doing well.*."
813,Triplebyte,Machine Learning Engineer,"Seattle, WA",Easy Apply,," For any company building software, this is crucial for success. Fields your work will touch on*. We have a novel dataset of candidate profiles and interview…"
814,Big Fish Games,Senior Data Analyst,"Seattle, WA",Not Easy Apply,3.6," The Data Science team is looking for a talented Lead Data Analyst to extract insights from player data, build visualizations that tell a story, partner with the…"
815,Seen by Indeed,Data Engineer,"Seattle, WA",Easy Apply,,
816,red violet,Data Scientist,"Seattle, WA",Easy Apply,2.0, Develop ETL systems and data pipelines to interface new data assets with our proprietary distributed data processing platform.
817,Microsoft,Senior Data Analyst - Digital Marketing,"Redmond, WA",Not Easy Apply,4.2," Bachelors or Masters degree in statistics, data science, applied mathematics, operations research, computer science or a related field, or equivalent…"
818,"Amazon.com Services, Inc.","Sr. Product Manager - Technical, Alexa AI Distributed Machine Learning","Seattle, WA",Not Easy Apply,3.6," Broad technical breadth and depth including familiarity with Machine Learning, streaming big data, web services, and back-end application infrastructure."
819,"Amazon.com Services, Inc.",SDE - Prime Video Personalization: Machine Learning and Distributed Systems,"Seattle, WA",Not Easy Apply,3.6," Bachelor's Degree in Computer Science or related field. Master’s degree or PhD in Computer Science or equivalent. Experience with critical, 24x7 systems."
820,"Amazon.com Services, Inc.",Software Development Engineer - ML Data Platform,"Seattle, WA",Not Easy Apply,3.6," Knowledge of Computer Science fundamentals in data structures, algorithm design, problem solving and complexity analysis. Masters or PhD in Computer Science."
821,"Amazon.com Services, Inc.",Software Development Manager - Alexa Machine Learning Platform,"Seattle, WA",Not Easy Apply,3.6," Bachelor's Degree in Computer Science. MS, Ph.D. in Computer Science, Computer Engineering, Electrical Engineering, etc."
822,"Amazon.com Services, Inc.",Software Engineer - Prime Video Personalization: Machine Learning and Distributed Systems,"Seattle, WA",Not Easy Apply,3.6, Bachelor's Degree in Computer Science or related field. Master's Degree in Computer Science or related field.
823,"Amazon.com Services, Inc.",Software Development Engineer - AWS Data Platform,"Seattle, WA",Not Easy Apply,3.6," You should be an expert at designing, implementing, and operating stable, scalable, low cost solutions to flow massive amounts of data from production systems…"
824,"Amazon.com Services, Inc.","Senior Software Development Engineer, AWS IoT Data Services","Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in object-oriented design, data structures, and complex analysis. Using our service, AWS customers will be able to turn IoT data…"
825,"Amazon.com Services, Inc.",Senior Software Development Engineer - Machine Learning,"Seattle, WA",Not Easy Apply,3.6, Bachelor's Degree in Computer Science or related field. Experience in big data processing using map reduce. You will join a development team that interacts with…
826,Zulily,Machine Learning - Senior Software Development Engineer,"Seattle, WA",Easy Apply,," Build scalable machine learning services and data platforms. They work on cross-functional initiatives such as service and container platforms, machine learning…"
827,"Amazon.com Services, Inc.","Software Development Engineer, Recommendations, Machine Learning, Enterprise Personalization","Seattle, WA",Not Easy Apply,3.6," About you: You are a software engineer with an interest in machine learning, data science, search, or recommendation systems."
828,GoDaddy,Principal Software Development Engineer - Data Engineering,"Kirkland, WA",Not Easy Apply,3.6," BS in Computer Science, Computer Engineering, or equivalent degree, with excellent computer science fundamentals. Excellent communication and soft skills."
829,Likewise,Big Data Engineer,"Bellevue, WA",Easy Apply,, Work closely with the Data Science team to complete all data needs. Build data process pipelines for new and existing data sources. Azure experience is a plus.
830,"Amazon Web Services, Inc.",Senior Product Manager - AWS Machine Learning Services,"Seattle, WA",Not Easy Apply,3.6," Superior analytical and quantitative skills; experience in data collection, model building, testing and validation. Passion for technology and Machine Learning."
831,"Amazon.com Services, Inc.","Software Dev Engineer, ML Data Platform","Seattle, WA",Not Easy Apply,3.6," Knowledge of Computer Science fundamentals in data structures, algorithm design, problem solving and complexity analysis. Masters or PhD in Computer Science."
832,DocuSign,Principal Analyst- Digital Touch,"Seattle, WA",Not Easy Apply,3.7," Attention to detail with focus on data quality, data consistency and criticality. Python/R, knowledge and hand-on experience in statistical programming and data…"
833,Foursquare,Staff Data Engineer / Staff Software Engineer,"Seattle, WA",Easy Apply,4.5," Experience working with large, complex data sets from a variety of sources. You will build data processing pipelines that process terabytes of data every day,…"
834,Axon,"Senior Software Engineer — Data Architect, Axon Records & Integrations","Seattle, WA",Not Easy Apply,3.2," Experience building data warehouse and data lake solutions end-to-end. Develop and maintain data warehouse and data lake metadata, data catalog, and user…"
835,"Amazon.com Services, Inc.",Software Development Manager – Alexa Machine Learning Platform Services,"Seattle, WA",Not Easy Apply,3.6," Customers include Scientists, Data Analysts, Product Owners, and the Alexa end users. Bachelor’s degree in Computer Science, Computer Engineering or related…"
836,Liberty Mutual Insurance,Data Platform Engineer/Senior Data Platform Engineer,"Seattle, WA",Not Easy Apply,3.6," Data Platform Engineer / Senior Data Platform Engineer. Experience developing data platform core services (data lake, data integration, data warehouse) and…"
837,Napster,Senior Big Data/Hadoop Engineer,"Seattle, WA",Not Easy Apply,4.0," The data warehouse supports operational and analytical reporting needs of the business; provides data back to the applications via APIs, supports communications…"
838,"Amazon.com Services, Inc.","Software Development Engineer 3, Amazon SageMaker ML Frameworks, AWS AmazonAI Machine Learning Platform","Seattle, WA",Not Easy Apply,3.6," Computer Science fundamentals in data structures. Computer Science fundamentals in object-oriented design. Computer Science fundamentals in algorithm design,…"
839,"Amazon.com Services, Inc.","Software Development Engineer III, AWS Machine Learning Service","Seattle, WA",Not Easy Apply,3.6," Strong computer science fundamentals - data structures, algorithms design, complexity analysis, operating systems etc. Deep understanding of Machine Learning."
840,Apple,Senior Software Engineer - Machine Learning Platform,"Seattle, WA",Not Easy Apply,4.2," These may include, but not limited to, data management systems, data engineering workflow systems, distributed compute systems, and their web portal & web…"
841,Outreach,"Senior Software Engineer, Data Platform","Seattle, WA",Not Easy Apply,," Owner of the core company data pipeline, responsible for scaling up data processing flow to meet the data growth at Outreach."
842,"Amazon.com Services, Inc.",Sr. Workforce Planning Analyst - Worldwide Operations,"Seattle, WA",Not Easy Apply,3.6," Bachelor's Degree in Math, Statistics, Economics, Data Science, Computer Science, Business Analytics or similar."
843,Expedia.com,Senior Cloud Data Security Engineer,"Bellevue, WA",Not Easy Apply,3.9, DSP – Data Services and Platforms. Principally responsible for the security design of DSP’s enterprise data strategy.
844,Sealaska Corporation,Senior Financial/Business Analyst,"Seattle, WA",Not Easy Apply,4.8," BA/BS degree in accounting, finance, data science or related field or equivalent experience. Able to analyze, synthesize and present data that facilitates…"
